measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1990,309.0983371,827.9378782,-28.18423865
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1991,5888.197984,16141.21716,-564.9143651
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1991,13656.91316,36205.3499,-1249.592333
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1991,19545.11114,52286.11874,-1814.506699
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1991,0.352216502,0.65373575,-0.035299962
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1991,0.39027165,0.719662061,-0.038225938
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1991,0.37797905,0.697796011,-0.037279785
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1991,238.9947146,655.1521532,-22.92917932
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1991,362.31863,960.5298519,-33.15175084
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1991,313.5723937,838.8534244,-29.11107564
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1992,6074.749571,16581.93869,-588.5201842
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1992,14031.43321,37187.34211,-1301.827228
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1992,20106.18278,53334.33938,-1890.347413
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1992,0.356414958,0.658154975,-0.035961348
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1992,0.393326004,0.72208196,-0.038849662
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1992,0.381405163,0.700669573,-0.037913842
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1992,242.1803096,661.0674232,-23.46236643
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1992,368.4094854,976.3913183,-34.18079195
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1992,318.2864046,844.2972643,-29.92471957
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1993,6273.559716,17030.63345,-605.4497739
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1993,14393.62843,38390.89602,-1345.694424
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1993,20667.18815,55066.95761,-1951.144198
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1993,0.360859335,0.664279114,-0.036577002
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1993,0.396337277,0.724875207,-0.039456097
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1993,0.38486599,0.704383095,-0.038525995
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1993,245.4118011,666.2116272,-23.68424406
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1993,374.3479825,998.4664074,-34.9986798
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1993,322.8579169,860.2429657,-30.48031241
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1994,6470.319311,17402.2068,-630.50368
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1994,14738.79239,39195.31404,-1356.700064
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1994,21209.1117,56219.71009,-1987.203744
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1994,0.365491905,0.671467879,-0.037278136
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1994,0.399336669,0.727893884,-0.040071139
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1994,0.388376305,0.708033882,-0.039166578
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1994,248.7656689,669.0661477,-24.2411019
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1994,379.7626038,1009.914118,-34.95699886
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1994,327.198921,867.3172522,-30.65715009
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1995,6723.367652,17816.12763,-654.9453269
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1995,15174.22351,40157.55943,-1396.238446
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1995,21897.59116,57719.98517,-2051.183773
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1995,0.370266025,0.678479113,-0.037921602
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1995,0.402253716,0.730520463,-0.040659044
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1995,0.391872206,0.711691621,-0.039774501
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1995,252.1008931,668.0374954,-24.55797607
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1995,384.6160113,1017.860342,-35.38999287
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1995,331.1681721,872.9280697,-31.02107331
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1996,7034.066719,18708.19797,-693.232203
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1996,15672.11894,41528.1183,-1476.398387
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1996,22706.18566,59800.3387,-2169.63059
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1996,0.37563062,0.686964973,-0.038616775
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1996,0.405269402,0.734743315,-0.041309488
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1996,0.395613609,0.71741217,-0.040434346
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1996,256.5427061,682.3153556,-25.28319284
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1996,389.5095125,1032.125724,-36.69390323
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1996,335.6211287,883.9114358,-32.06940515
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1997,7417.855633,19699.48922,-736.5816365
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1997,16279.86172,42889.69019,-1554.431824
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1997,23697.71736,62284.90596,-2291.01346
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1997,0.381754046,0.694221477,-0.039488708
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1997,0.408483595,0.739092357,-0.042058363
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1997,0.399738247,0.723039596,-0.041217341
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1997,261.8248922,695.324484,-25.99880843
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1997,394.6973147,1039.839639,-37.68644213
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1997,340.5930431,895.183504,-32.92735897
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1998,7748.279385,20566.4559,-779.7079555
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1998,16770.0553,44424.2455,-1644.322485
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1998,24518.33469,64672.85023,-2424.030441
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1998,0.388078657,0.702574505,-0.040398345
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1998,0.411733163,0.741197616,-0.04286556
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1998,0.403966491,0.729563462,-0.042054509
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1998,267.2141616,709.2733752,-26.88971283
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1998,399.630148,1058.629056,-39.18417836
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1998,345.5211072,911.3928456,-34.16030055
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1999,8053.979229,21163.11191,-814.2990414
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1999,17190.39529,45412.75423,-1687.308138
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1999,25244.37452,66416.53229,-2501.60718
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1999,0.394086716,0.71034302,-0.041340857
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1999,0.414847636,0.744068342,-0.043553545
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1999,0.408000571,0.73552299,-0.042827466
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1999,272.0862533,714.9499228,-27.50933035
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1999,403.6433573,1066.325484,-39.61925891
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1999,349.6987888,920.0378833,-34.65362155
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2000,8296.092905,21909.79442,-844.2571686
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2000,17502.2938,46248.86916,-1717.672069
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2000,25798.38671,67914.14453,-2561.929238
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2000,0.399209848,0.718394287,-0.04211907
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2000,0.417677813,0.746808444,-0.044099455
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2000,0.411562763,0.739689879,-0.043446574
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2000,275.6625297,728.0185294,-28.05297259
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2000,406.6880321,1074.651231,-39.91229272
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2000,352.7681943,928.6607883,-35.03192511
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2001,8309.280712,21632.48847,-846.371131
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2001,17362.27503,45643.63021,-1718.067823
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2001,25671.55574,67245.0644,-2564.438954
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2001,0.403513034,0.724767772,-0.042529462
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2001,0.420355062,0.748069322,-0.044812183
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2001,0.414759654,0.742386229,-0.044054842
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2001,273.730238,712.6328284,-27.88176006
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2001,402.6454813,1058.513439,-39.84341017
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2001,349.385861,915.1948156,-34.90161332
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2002,8049.749082,20862.04996,-819.6531196
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2002,16726.01906,43963.45699,-1649.832958
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2002,24775.76815,64825.50695,-2469.486077
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2002,0.4074789,0.730027353,-0.043131588
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2002,0.423023672,0.749169345,-0.045505783
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2002,0.41785082,0.744806864,-0.04471459
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2002,264.3209262,685.0246276,-26.91406521
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2002,390.1721472,1025.546865,-38.4860776
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2002,337.9001092,884.111675,-33.67966677
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2003,7758.77542,19941.82466,-792.7391224
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2003,16037.8523,41644.70174,-1573.72753
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2003,23796.62772,61573.64351,-2366.466653
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2003,0.411177104,0.735475367,-0.043635138
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2003,0.42564928,0.75072187,-0.046041109
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2003,0.420825343,0.747029101,-0.045234912
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2003,252.297709,648.4627279,-25.7780711
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2003,374.4438647,972.2999544,-36.74261412
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2003,323.3958655,836.7850257,-32.16025146
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2004,7474.544663,19259.71142,-750.5028371
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2004,15337.97304,39962.39508,-1480.29342
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2004,22812.5177,59071.2144,-2230.796257
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2004,0.41476129,0.73891206,-0.044198297
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2004,0.428109281,0.751598436,-0.046307028
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2004,0.423647367,0.749393314,-0.045598647
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2004,242.4670632,624.7665749,-24.34559255
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2004,361.3345969,941.4409504,-34.87300603
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2004,311.3267199,806.1559736,-30.44409611
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2005,7427.234846,18964.57702,-743.6527493
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2005,15037.41791,39198.39059,-1442.274884
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2005,22464.65276,58154.68884,-2185.927633
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2005,0.418315537,0.741727444,-0.044684002
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2005,0.43032584,0.753362233,-0.046412888
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2005,0.42628248,0.751056937,-0.045828456
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2005,239.2839717,610.9836843,-23.95833538
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2005,356.5064131,929.3136433,-34.19338669
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2005,306.8130462,794.2529727,-29.85450624
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2006,7589.268877,19496.45084,-764.5668537
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2006,15117.46884,39702.81872,-1450.59229
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2006,22706.73771,59158.75298,-2215.159143
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2006,0.422092306,0.746928576,-0.045212051
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2006,0.432379429,0.754647705,-0.046686253
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2006,0.428887607,0.75370655,-0.046185893
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2006,242.7188336,623.5325015,-24.45225989
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2006,360.2693289,946.1708179,-34.56953782
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2006,310.0771602,807.8561683,-30.24962305
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2007,7757.806333,20024.94861,-794.6271525
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2007,15246.82886,40444.68315,-1458.814183
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2007,23004.63519,60469.63176,-2252.571706
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2007,0.426000869,0.751672366,-0.045809302
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2007,0.434371727,0.757581935,-0.04694911
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2007,0.431512697,0.756252186,-0.04655841
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2007,248.1515451,640.5447268,-25.41800442
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2007,367.2634273,974.2257285,-35.13970685
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2007,316.0973075,830.8885417,-30.95166889
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2008,7945.428586,20791.01747,-816.9951337
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2008,15426.35154,41373.52321,-1486.349838
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2008,23371.78013,62164.54068,-2302.269495
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2008,0.429849149,0.756103183,-0.046434807
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2008,0.436269407,0.759894365,-0.047104794
YLDs (Years Lived with Disability),102,United States of America,3,Both,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2008,0.434064994,0.758862904,-0.04687683
YLDs (Years Lived with Disability),102,United States of America,1,Male,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2008,254.3409546,665.540842,-26.15281479
YLDs (Years Lived with Disability),102,United States of America,2,Female,20,75-79 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2008,375.3668824,1006.735156,-36.16710686
